Tweet,Date,Retweets,,,,
I could reverse myself on DACA and #ProtectDreamers with the stroke of a pen. But I chose to indulge trophy hunters… ,Tue Mar 06 15:28:55 +0000 2018,36,,,,
#MAGA ,Tue Mar 06 15:00:46 +0000 2018,11,,,,
It’s March 6th and the Democrats are nowhere to be found on DACA. Ever since I promised to sign any bipartisan deal… ,Tue Mar 06 07:06:02 +0000 2018,24,,,,
"Sam Nunberg is just a low-level coffee boy who emails Roger Stone 15 times a day to ask him if he needs a refill.""… """,Tue Mar 06 05:52:22 +0000 2018,146,,,,
"Sneaky Sam Nunberg just got $50,000-worth of free legal advice from @AriMelber @mayawiley and @BarbMcQuade. Smart! #TheBeat",Tue Mar 06 00:34:31 +0000 2018,44,,,,
If you still believe the conclusion that there was no collusion it's because @KellyannePolls is a master of illusio… ,Mon Mar 05 21:40:41 +0000 2018,12,,,,
"OK, maybe there was a very small amount of collusion. ",Mon Mar 05 21:35:53 +0000 2018,66,,,,
Who knew obstruction of justice could be so complicated?,Mon Mar 05 21:05:48 +0000 2018,14,,,,
Harsh. ,Mon Mar 05 21:02:15 +0000 2018,6,,,,
"Refrigerator for Air Force One: $24 million

Spending to stop Russian meddling in the midterms: $0

That smile on y… ",Mon Mar 05 18:50:23 +0000 2018,86,,,,
Jobless claims at a 49 year low! NAFTA has been a disaster!,Mon Mar 05 18:14:32 +0000 2018,13,,,,
I don't need Hope Hicks to remind me the names of every foreign leader I meet with. I have the world's greatest mem… ,Mon Mar 05 17:07:40 +0000 2018,40,,,,
Why did the Obama Administration start an investigation into the Trump Campaign (with zero proof of wrongdoing) lon… ,Mon Mar 05 16:57:07 +0000 2018,68,,,,
"Rudy Giuliani made a hilarious fat joke about Hillary. Get over it! That's what we skinny guys with good hair do sometimes, OK?",Mon Mar 05 14:34:47 +0000 2018,15,,,,
Why did Emperor Barack Hussein Executive Order Obama do NOTHING to stop Russian meddling!? It's unprecedented! I me… ,Mon Mar 05 14:26:52 +0000 2018,16,,,,
"Christopher Steele says V. Putin told me not to hire Mitt Romney as a Secretary of State but to pick Rex Friend of… """,Mon Mar 05 13:28:53 +0000 2018,28,,,,
We must protect our kids from being shot in the classroom so that Dow Chemical can poison them as soon as they go o… ,Mon Mar 05 07:03:15 +0000 2018,42,,,,
I have nothing to do with Russia! I've never met with anybody in Russia. Never discussed doing anything in Moscow o… ,Mon Mar 05 06:21:00 +0000 2018,44,,,,
"The Shape of Water"" was based on a story idea @RickSantorum came up with after Obama approved gay marriage. #Oscars""",Mon Mar 05 05:00:53 +0000 2018,6,,,,
Inclusion Rider.... Wasn't Stormy Daniels in that one? #Oscars,Mon Mar 05 04:39:09 +0000 2018,12,,,,
Congratulations to Guillermo del Toro and Get Out. #Oscars,Mon Mar 05 04:16:17 +0000 2018,30,,,,
Thank you #Oscars for this powerful montage celebrating men and women who fought for our freedom so I didn't have to! #AcademyAwards,Mon Mar 05 03:45:21 +0000 2018,21,,,,
"No Eric, Blade Runner 2049 is not proof that Obama has a time machine #Oscars",Mon Mar 05 02:55:11 +0000 2018,7,,,,
"I'll have to stop trying to reassure Jared and Don, Jr. with the line Kobe Bryant will win an Oscar before either… """,Mon Mar 05 02:45:32 +0000 2018,63,,,,
"Starting immediately, there will be a 25% tariff on all movies from Chile! #Oscars",Mon Mar 05 02:26:28 +0000 2018,15,,,,
Imagine if we devoted as much camera time and coverage to climate change as we do to my tweets! #Oscars ,Mon Mar 05 01:53:41 +0000 2018,10,,,,
Icarus is a fake documentary! There is no evidence that Russian doping had any effect on any results of any sportin… ,Mon Mar 05 01:43:48 +0000 2018,27,,,,
"Yet again, America is denied the opportunity to compete for the Foreign Language Movie Oscar! Our friends and enemi… ",Mon Mar 05 01:35:09 +0000 2018,52,,,,
"Please note, all my future remarks about steel tariffs, gun control and what a terrific guy Ryan Seacrest is will b… ",Mon Mar 05 00:07:10 +0000 2018,9,,,,
"I knew somebody was doing the raping. It turns out it's white so-called Christians"" in Kentucky. """,Sun Mar 04 23:30:44 +0000 2018,34,,,,
You make white Christian child rape sound like a bad thing. ,Sun Mar 04 18:35:04 +0000 2018,95,,,,
They are laughing their asses off in Moscow! ,Sun Mar 04 17:37:12 +0000 2018,46,,,,
My loyalty is unquestionable. ,Sun Mar 04 17:23:16 +0000 2018,4,,,,
We are stressing abstinence everywhere except in Kentucky where child rape is still allowed with a parent's consent… ,Sun Mar 04 15:53:53 +0000 2018,39,,,,
"When I said we should take the weapons away first and worry about due process later, I was hoping someone in my Cab… ",Sun Mar 04 11:51:42 +0000 2018,22,,,,
So much fun at the #Gridiron dinner last night! Melania thought my joke about her probably being the next one to le… ,Sun Mar 04 11:06:50 +0000 2018,18,,,,
"Someone just told me that wasn't Jeff Sessions, it was Kate McKlinton. Uncanny resemblance! Gets me every time.",Sun Mar 04 10:35:46 +0000 2018,8,,,,
Why is A.G. Sessions continuing to appear in (very unfunny) sketches with Alex Baldwin (whose dieing career was com… ,Sun Mar 04 10:31:07 +0000 2018,49,,,,
@Reuters China's President is now President for life. I'm thinking of trying that myself. Would be a major coup for… ,Sun Mar 04 02:21:21 +0000 2018,5,,,,
@TheDailyShow China's President is now President for life. I'm thinking of trying that myself. Would be a major cou… ,Sun Mar 04 02:20:33 +0000 2018,1,,,,
@stephenWalt China's President is now President for life. I'm thinking of trying that myself. Would be a major coup… ,Sun Mar 04 02:19:52 +0000 2018,0,,,,
@donmoyn China's President is now President for life. I'm thinking of trying that myself. Would be a major coup for… ,Sun Mar 04 02:19:25 +0000 2018,0,,,,
"China's President is now President for life. I'm thinking of trying that myself. Would be a major coup for me, espe… ",Sun Mar 04 02:17:43 +0000 2018,57,,,,
"Jared would never have put those 3,500 U.S. troops in danger if he wasn't really upset at not getting the billion d… ",Sun Mar 04 02:03:45 +0000 2018,17,,,,
"You may think creating jobs, building vital infrastructure and boosting the entire New York region's economy is an… ",Sun Mar 04 00:06:51 +0000 2018,13,,,,
V. Putin is smart! ,Sat Mar 03 23:56:24 +0000 2018,16,,,,
"Is this a good one for the #Gridiron dinner? Thoughts?

Rex Tillerson is very mad at reports that Jared Kushner is… ",Sat Mar 03 23:10:11 +0000 2018,29,,,,
Only 300 golfing days till my re-election!,Sat Mar 03 22:59:10 +0000 2018,24,,,,
"I thought I was going to be too busy to play golf, but the NRA actually prefer it when I leave them alone to run th… ",Sat Mar 03 20:49:54 +0000 2018,180,,,,
The NRA are great people and great patriots. Everyone in Russia tells me that. ,Sat Mar 03 20:38:24 +0000 2018,20,,,,
Just the other day I was about to press the button to order another Diet Coke... and I realized it was the wrong bu… ,Sat Mar 03 19:55:49 +0000 2018,10,,,,
#HoldMyBeerAndWatchMe Fuck the Planet ,Sat Mar 03 19:42:32 +0000 2018,143,,,,
"I will get revenge on the E.U. for their massive tariffs by putting a new tax on their cars! Take that, South Carol… ",Sat Mar 03 19:37:59 +0000 2018,47,,,,
The United States has an $800 Billion Dollar Yearly Trade Deficit because unscrupulous bastards like me outsource e… ,Sat Mar 03 18:22:03 +0000 2018,67,,,,
Poor Roy Moore. Can't even get a babysitting job anymore. ,Sat Mar 03 18:17:11 +0000 2018,13,,,,
Standing is required. Knowing the words isn't. #NationalAnthemDay,Sat Mar 03 17:49:27 +0000 2018,16,,,,
"Today in 1621, the Founding Fathers declared that every son of a bitch must stand for the National Anthem and that… ",Sat Mar 03 17:46:50 +0000 2018,44,,,,
The NRA assures me there's nothing to worry about. ,Sat Mar 03 17:39:05 +0000 2018,32,,,,
I need someone who lets me touch them. ,Sat Mar 03 15:54:12 +0000 2018,114,,,,
It's not insider trading when the President does it. ,Sat Mar 03 14:42:00 +0000 2018,28,,,,
Sweden's a shithole anyway. ,Sat Mar 03 14:16:35 +0000 2018,21,,,,
The daily mass shootings will continue until we elect politicians who are not afraid of the NRA. ,Sat Mar 03 14:15:04 +0000 2018,109,,,,
Celebrities should stay out of politics! ,Sat Mar 03 14:11:52 +0000 2018,3,,,,
@JonahNRO Same,Sat Mar 03 14:08:18 +0000 2018,0,,,,
@ratxhetlilbaby @ziyapapaya Same,Sat Mar 03 14:06:31 +0000 2018,0,,,,
Airy Ludendickvandyke is the worst so-called Bachelor since whatsisname farted in the hot tub. Melania really wante… ,Sat Mar 03 14:01:21 +0000 2018,1,,,,
Proof that CNN reports #FakeNews! Everything my Administration told @BillWeirCNN was total fabricated fiction!… ,Sat Mar 03 07:03:09 +0000 2018,21,,,,
It's at times like this I'm glad I'm not a billionaire. ,Sat Mar 03 02:14:45 +0000 2018,6,,,,
I'll miss Carl. Terrific guy. ,Sat Mar 03 02:12:03 +0000 2018,22,,,,
"Those who do not learn from history are condemned to repeat it"" -- Jared's dad """,Sat Mar 03 01:17:35 +0000 2018,20,,,,
"There will be no exceptions to #TrumpTariffs for any country! Although, totally unrelated, if you are interested in… ",Sat Mar 03 01:06:00 +0000 2018,56,,,,
.@AriMelber is very mean to me! He just aired this montage of all the times when I said I met V. Putin (very smart… ,Fri Mar 02 23:30:01 +0000 2018,153,,,,
Trade wars are good and so easy to win! ,Fri Mar 02 22:39:43 +0000 2018,12,,,,
Now that I've found out Qatar is home to one of the largest and most strategically important US air bases in the Mi… ,Fri Mar 02 22:37:04 +0000 2018,18,,,,
"As I told Senators this week, we need a strong leader willing to stand up to the NRA! But unfortunately, after the… ",Fri Mar 02 18:58:51 +0000 2018,63,,,,
300 million guns made with cheap foreign steel and aluminum have failed to keep everyone safe. That's why I am now… ,Fri Mar 02 18:24:10 +0000 2018,18,,,,
Good (great!) meeting with the NRA last night who told me to shut up and do what I'm told and so the daily mass sho… ,Fri Mar 02 18:00:32 +0000 2018,89,,,,
"Our economy is so strong and everything I've done is amazing (jobs, winning, etc.) and things have never been bette… ",Fri Mar 02 14:54:00 +0000 2018,14,,,,
"Exactly, Bill! Even those commie bastards at the @WSJ are coming at me today. They don't understand global economic… ",Fri Mar 02 14:39:45 +0000 2018,17,,,,
Alex Baldwin who resuscinated his dieing career with his very unfair (lame!) impression of me now says playing me w… ,Fri Mar 02 13:48:42 +0000 2018,255,,,,
"Stocks down 420 points today. 75% of workers see no benefit from the tax cuts. As inflation takes hold, experts are… ",Fri Mar 02 06:35:08 +0000 2018,42,,,,
Good (Great) meeting in the Oval Office tonight with the NRA! ,Fri Mar 02 03:47:29 +0000 2018,79,,,,
"If I can't have Hope, neither can you. ",Fri Mar 02 00:21:22 +0000 2018,6,,,,
"V. Putin has developed a nuclear missile capable of hitting Florida undetected, while I have negotiated a trademark… ",Thu Mar 01 23:05:32 +0000 2018,10,,,,
Just as long as we keep them away from healthcare. ,Thu Mar 01 22:32:07 +0000 2018,18,,,,
"I wanted to fire Mr. Magoo, not H.R. Pufnstuf!",Thu Mar 01 22:24:20 +0000 2018,5,,,,
Stocks plunged more than 400 points today. This is when I normally send a tweet telling people to sue the idiot who… ,Thu Mar 01 22:04:13 +0000 2018,50,,,,
He thinks he can get them down half a percentage point if he can promise them they can keep a couple of islands in… ,Thu Mar 01 21:59:00 +0000 2018,9,,,,
Meanwhile Jared's asking for his security clearance back just until he's renegotiated his interest rate with the Bank of China.,Thu Mar 01 21:55:16 +0000 2018,14,,,,
I'm just not sure why he personally needed to fly on a private jet to pick it up.,Thu Mar 01 21:48:39 +0000 2018,7,,,,
He went out of his way to explain what a delicious sandwich it was.,Thu Mar 01 21:47:46 +0000 2018,6,,,,
"Ben Carson just asked me to lend him $2,500 to buy a sandwich.",Thu Mar 01 21:45:56 +0000 2018,201,,,,
Make America A Badly Run Family Business Where Employees Operate in Fear and Family Members Are Untouchable Again!… ,Thu Mar 01 21:07:01 +0000 2018,19,,,,
Sometimes you ban a religion. Other times you have a prayer breakfast. #bothsides ,Thu Mar 01 20:24:52 +0000 2018,5,,,,
"I can't wait to have my military parade on #VeteransDay, just as soon as I deport a few more #Veterans' wives! I'm… ",Thu Mar 01 19:57:34 +0000 2018,28,,,,
Jeff Sessions would never pay full price for a new car. ,Thu Mar 01 19:41:48 +0000 2018,6,,,,
Obama thought we should support military families to keep America strong! I say we must deport military families to… ,Thu Mar 01 17:42:24 +0000 2018,14,,,,
"Thank you, @kilmeade! This is exactly why I only spent 17 minutes at the hospital with survivors -- they get so emo… ",Thu Mar 01 17:17:25 +0000 2018,21,,,,
"The only gun-free zones that work are the ones around me, my club members and hotel guests! Otherwise they are comp… ",Thu Mar 01 17:10:25 +0000 2018,32,,,,
Our Steel and Aluminum industries (and many others) have been decimated by the deals I made with an oligarch-owned… ,Thu Mar 01 13:18:51 +0000 2018,57,,,,
Why is A.G. Jeff Sessions dining with his deputy Rod Rosenstein and Solicitor General Noel Francisco at Central Mic… ,Thu Mar 01 07:01:47 +0000 2018,158,,,,
"You are so right, @TomRooney! The House Intelligence Committee must end its investigation NOW, before some other id… ",Thu Mar 01 06:52:05 +0000 2018,12,,,,
Who will ever gaze at my combover the way Hope Hicks used to do? ,Thu Mar 01 03:09:48 +0000 2018,77,,,,
Hope Hicks is like family! She never admits anything until she knows you have proof she's lying. ,Thu Mar 01 02:46:21 +0000 2018,14,,,,
All I over wanted was to lose by 3 million votes and start my own TV channel so I could whine about it for 8 years.,Thu Mar 01 02:23:43 +0000 2018,35,,,,
I see what you did there. ,Thu Mar 01 02:21:32 +0000 2018,8,,,,
I'm losing Hope.,Wed Feb 28 22:11:11 +0000 2018,91,,,,
"Under Obama, the government never came for your guns. I'm changing that! #Trumpistan #PoliceState ",Wed Feb 28 20:40:10 +0000 2018,28,,,,
WITCH HUNT! ,Wed Feb 28 20:18:11 +0000 2018,60,,,,
I feel like @KatyTurNBC just grabbed me back.,Wed Feb 28 20:14:05 +0000 2018,0,,,,
Robert Mueller wants to know if I knew about the hacked Democratic emails before they were released. The answer is… ,Wed Feb 28 20:12:17 +0000 2018,41,,,,
Just a slight hiccup in my plan to arm thousands of teachers ,Wed Feb 28 18:22:40 +0000 2018,124,,,,
"I really wanted to help the children, but I ran unarmed into a secret brunch with Wayne LaPierre and he squeezed my… ",Wed Feb 28 18:06:24 +0000 2018,127,,,,
It's incredible how popular Jared is around the world right now! ,Wed Feb 28 17:05:11 +0000 2018,5,,,,
45 year low on illegal border crossings this year! No one even wants to come to this shithole anymore.,Wed Feb 28 16:44:13 +0000 2018,56,,,,
"The Heritage Foundation has just stated that 64% of the Trump Agenda is already done, faster than even Sarah Palin!… ",Wed Feb 28 12:12:37 +0000 2018,12,,,,
China just offered Ivanka three new trademarks if I they can have one more private meeting with Jared before he for… ,Wed Feb 28 11:54:41 +0000 2018,51,,,,
Great way to start the day! Hope Hicks  assures me I've absolutely nothing to worry about from Robert Mueller and s… ,Wed Feb 28 11:43:19 +0000 2018,29,,,,
"The winning just doesn't stop. Thank you, @EllisRosen! ",Wed Feb 28 00:52:24 +0000 2018,161,,,,
"Staffing updates: 

1. Jared Kushner is now only allowed to sell NON-Classified information to China, Israel, Mexic… ",Wed Feb 28 00:23:23 +0000 2018,335,,,,
Jared Kushner is merely a low-level intern &amp; coffee boy who has fathered three of my grandchildren with a woman I hardly know called Ivanka,Tue Feb 27 21:47:39 +0000 2018,412,,,,
"As Ivanka told @axios: “Josh is honest, passionate and thoughtful. He just wasn't a good fit.  via @jonathanvswan""",Tue Feb 27 20:17:51 +0000 2018,35,,,,
I'm The One With The Mustache #MyHashtagMagazineHeadline ,Tue Feb 27 19:00:26 +0000 2018,9,,,,
"Brad Parscale will start work on my 2020 re-election campaign just as soon as he returns from his vacation"" in Cyp… """,Tue Feb 27 17:02:40 +0000 2018,8,,,,
"If you convert to Mormonism, would you be allowed to marry Hope Hicks, Sarah Huckabee Sanders and Kellyanne Conway… ",Tue Feb 27 16:39:58 +0000 2018,29,,,,
